Symbol,Name,Current Price,RS Score,MA_50,MA_150,MA_200,52 Week High,52 Week Low
ABVC,Abvc Biopharma Inc,2.2249999046325684,201.8995846922977,1.4565799963474273,0.9038199973106384,0.8300249980390072,2.5899999141693115,0.4189999997615814
ACHR,Archer Aviation Inc A,10.850000381469727,210.88826222983127,9.939600009918212,8.963933356602986,7.558000017404556,13.300000190734863,2.9100000858306885
ADPT,Adaptive Biotechnologies,11.649999618530273,236.70518757478143,9.406800022125244,7.954733343124389,7.205850005149841,12.15999984741211,3.369999885559082
AEM,Agnico Eagle Mines Ltd,118.93000030517578,79.16541914145976,117.5152001953125,101.56240025838216,96.80665004730224,124.45999908447266,65.04000091552734
AEVA,Aeva Technologies Inc,37.790000915527344,1370.4280893830348,17.153499965667724,8.747866660753886,7.459000000953674,37.790000915527344,2.2899999618530273
AGX,Argan Inc,220.47999572753906,200.6681988574116,190.58520080566407,157.79293350219726,148.28379997253418,243.11000061035156,69.30000305175781
AISP,Airship AI Holdings Inc,5.889999866485596,76.34730592352403,4.628499994277954,4.397533318201701,3.891599984765053,6.889999866485596,1.899999976158142
AKBA,Akebia Therapeutics Inc,3.640000104904175,268.0485361394886,2.9780000162124636,2.311500000953674,2.1155500054359435,3.9700000286102295,0.9359999895095825
AKRO,Akero Therapeutics Inc,53.36000061035156,128.03419435997,47.37989990234375,41.35263332366944,38.42272499084473,57.560001373291016,21.450000762939453
ALLT,Allot Ltd,8.550000190734863,275.0000130711942,7.635399971008301,6.6879333368937175,5.833050005435943,9.609999656677246,2.2799999713897705
AMLX,Amylyx Pharmaceuticals Inc,6.409999847412109,232.1243534517236,5.170000009536743,4.305033337275187,4.284525001049042,7.03000020980835,1.649999976158142
AMPX,Amprius Technologies Inc,4.210000038146973,245.081962247396,2.9030000019073485,2.7267333269119263,2.3812549942731858,4.269999980926514,0.7129999995231628
AP,Ampco-Pittsburgh Corp,2.9600000381469727,279.4871982973245,2.735599994659424,2.328866669336955,2.217350000143051,3.700000047683716,0.75
APEI,American Public Education,30.459999084472656,79.07112683486992,27.231399955749513,23.564199968973796,21.505849981307982,30.559999465942383,12.300000190734863
APPS,Digital Turbine Inc,5.900000095367432,295.9731582284891,4.4628000164031985,3.288666668732961,3.160950002670288,7.539999961853027,1.2100000381469727
ARQQ,Arqit Quantum Inc,37.029998779296875,342.14923915578356,23.278999938964844,21.57446668624878,17.741700012683868,43.83000183105469,3.7899999618530273
ASM,Avino Silver & Gold Mines,3.5999999046325684,291.3043303615883,2.9166000151634215,1.849933340549469,1.6864500069618225,3.7100000381469727,0.8500000238418579
ASPI,Asp Isotopes Inc,7.360000133514404,142.10527058783669,7.064700031280518,5.7475000063578285,5.473775011301041,9.619999885559082,2.0299999713897705
ASTS,Ast Spacemobile Inc,46.72999954223633,308.1222735429501,30.570199851989745,26.59306652069092,26.351199865341187,53.220001220703125,10.720000267028809
ATGE,DeVry Education Group Inc,127.2300033569336,92.831156234798,121.91379974365235,105.55466654459636,98.53884979248046,136.25,65.9800033569336
ATYR,aTyr Pharma Inc,5.070000171661377,229.22079852267174,4.189999971389771,3.7012333170572917,3.4093749856948854,5.5,1.5099999904632568
AU,AngloGold Ashanti Plc,45.56999969482422,82.42594287391478,44.12400001525879,34.68313331604004,32.88045000076294,50.84000015258789,22.889999389648438
AVGO,Broadcom Inc. Common Stock Re-incorporation to Delaware (US) from Singapore.,275.6499938964844,73.72971730570328,228.81539978027342,211.19186604817708,201.81449974060058,275.6499938964844,136.27000427246094
AVPT,Avepoint Inc,19.309999465942383,88.5742177495558,18.055199871063234,17.247799943288168,16.100449953079224,19.989999771118164,9.699999809265137
AXON,Axon Enterprise Inc,827.9400024414062,177.50627970630708,712.7973999023437,634.1438018798829,587.7371510314941,827.9400024414062,286.1600036621094
BBIO,Bridgebio Pharma Inc,43.18000030517578,71.34920237255997,37.1813996887207,33.574066670735675,31.476600017547607,45.119998931884766,22.350000381469727
BBW,Build-A-Bear Workshop Inc,51.560001373291016,103.47277451782242,43.57759994506836,41.17519991556804,39.718049926757814,54.130001068115234,23.940000534057617
BCS,Barclays Plc Spons Adr,18.59000015258789,74.06366686692635,17.13059991836548,15.315866603851319,14.604999961853027,18.610000610351562,10.59000015258789
BKSY,Blacksky Technology Inc,20.579999923706055,145.00001021793958,11.579799995422363,11.520533329645792,10.2294500041008,20.579999923706055,4.059999942779541
BKTI,Bk Technologies Corp,47.130001068115234,274.04761620029217,45.468199768066405,37.639133275349934,34.617999954223635,55.97999954223633,11.760000228881836
BLBX,Blackboxstocks Inc,5.889999866485596,108.27438909034379,4.141779990196228,3.3287599897384643,3.1642699885368346,6.489999771118164,1.6699999570846558
BOSC,Bos Better On Line Solutions,4.849999904632568,73.21428525812772,4.208400020599365,3.8481333462397256,3.625650014877319,5.059999942779541,2.690000057220459
BSGM,Biosig Technologies Inc,7.139999866485596,1829.7296687753824,4.2075799942016605,2.112293328642845,1.7863049973547458,8.510000228881836,0.2529999911785126
BTSG,Brightspring Health Services Inc,23.59000015258789,118.02218870553429,21.70060007095337,19.872133299509684,18.911699986457826,24.43000030517578,10.819999694824219
BWAY,Brainsway Ltd Adr,13.149999618530273,118.43853256136407,10.217599973678588,9.966233339309692,9.813474996089935,13.220000267028809,5.800000190734863
BYRN,Byrna Technologies Inc,30.8799991607666,216.71794011042667,26.094400024414064,24.861199970245362,22.75529995918274,34.189998626708984,8.25
CCB,Coastal Financial Corp Wa,96.87000274658203,115.89036116010666,87.07100036621094,85.3888671875,78.860575466156,100.70999908447266,43.72999954223633
